#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#k_P;P;P;P;;P;;;;;;;;;x
#k_P_adj;P;P;P;;P;;;;;;;;;x
AI_EVENT;You Should NOT Be Seeing This;You Should NOT Be Seeing This;You Should NOT Be Seeing This;;You Should NOT Be Seeing This;;;;;;;;;x
k_prussia;Prussia;Prusse;Preußen;;Prusia;;;;;;;;;x
k_prussia_adj;prussian;Prussian;prussien;Preußisch;;Prusiana;;;;;;;;;x
k_avalon;Avalon;Avalon;Avalon;;Avalon;;;;;;;;;x
k_avalon_adj;Avalonian;Avalonienne;Avalonier;;Avaloniana;;;;;;;;;x
k_cornwall;Cornwall;Cornouailles;Cornwall;;Cornualles;;;;;;;;;x
k_cornwall_adj;Cornish;Cornouaillais;Kornischer;;Cornuallesa;;;;;;;;;x
k_of_mann_and_the_isles;Mann and the Isles;Mann et les Îles;Mann und die Isles;;Mann y Las Islas Occidentales;;;;;;;;;x
k_of_mann_and_the_isles_adj;Manx;Manx;Manx;;de la reino de Mann;;;;;;;;;x
k_iceland;Iceland;Islande;Island;;Islandia;;;;;;;;;x
k_iceland_adj;Icelandic;Islandais;Isländisch;;Islandés;;;;;;;;;x
k_alania;Alania;Alanie;Alania;;Alania;;;;;;;;;x
k_alania_adj;Alanian;Alanien;Alanischer;;Alana;;;;;;;;;x
k_mallorca;Mallorca;Majorque;Mallorca;;Mallorca;;;;;;;;;x
k_mallorca_adj;Mallorcan;majorquin;Mallorquiner;;Mallorquina;;;;;;;;;x
k_genoa;Genoa;Genes;Genua;;Genova;;;;;;;;;x
k_genoa_adj;Genoese;Genois;Genuanischer;;Genovesa;;;;;;;;;x
k_mercia;Mercia;Mercie;Mercia;;Mercia;;;;;;;;;x
k_mercia_adj;Mercian;Mercien;Mercianischer;;Merciana;;;;;;;;;x
k_northumbria;Northumbria;Northumbria;Northumbria;;Northumbria;;;;;;;;;x
k_northumbria_adj;Northumbrian;Northumbrien;Northumbrianischer;;Northumbriana;;;;;;;;;x
k_jorvik;York;York;York;;York;;;;;;;;;x
k_jorvik_adj;Yorkist;Yorkaise;Yorker;;Yorquina;;;;;;;;;x
k_york;York;York;York;;York;;;;;;;;;x
k_york_adj;Yorkist;Yorkaise;Yorker;;Yorquina;;;;;;;;;x
k_wessex;Wessex;Wessex;Wessex;;Wessex;;;;;;;;;x
k_wessex_adj;Wessexian;Wessexois;Wessexer;;Wexxexianés;;;;;;;;;x
k_dublin;Dublin;Dublin;Dublin;;Dublin;;;;;;;;;x
k_dublin_adj;Dubliner;Dublinois;Dubliner;;Dublinés;;;;;;;;;x
k_austria;Austria;Autriche;Österreich;;Austria;;;;;;;;;x
k_austria_adj;Austrian;autrichien;Österreichischer;;Austriaco;;;;;;;;;x
k_kaustria;Austria;Autriche;Österreich;;Austria;;;;;;;;;x
k_kaustria_adj;Austrian;autrichien;Österreichischer;;Austriaco;;;;;;;;;x
k_visigoth;The Visigoths;les Wisigoths;der Westgoten;;los Visigodos;;;;;;;;;x
k_visigoth_adj;Visigothic;Wisigothique;Westgotischen;;Visigoda;;;;;;;;;x
k_algarve;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
k_algarve_adj;Algarvian;algarvois;Algarvischer;;Al garveña;;;;;;;;;x
k_oman;Oman;Oman;Oman;;Omán;;;;;;;;;x
k_oman_adj;Omani;omanais;Omanischer;;Omaní;;;;;;;;;x
k_iraq;Iraq;Irak;Irak;;Irak;;;;;;;;;x
k_iraq_adj;Iraqi;Irakien;Irakischer;;Irakí;;;;;;;;;x
k_jordan;Jordan;Jordanie;Jordanien;;Jordania;;;;;;;;;x
k_jordan_adj;Jordanian;Jordanien;Jordanisch;;Jordania;;;;;;;;;x
k_lahej;Lahej;Lahej;Lahej;;Lahej;;;;;;;;;x
k_lahej_adj;Laheji;Lahejien;Lahejisch;;Lahejia;;;;;;;;;x
k_badawi;Badawi Arabia;Arabie Badawite;Badawi-Arabien;;Arabia Badawia;;;;;;;;;x
k_badawi_adj;Badawi;Badawien;Badawisch;;Badawia;;;;;;;;;x
k_belgium;Belgium;Belgique;Belgien;;Bélgica;;;;;;;;;x
k_belgium_adj;Belgian;Belge;Belgischer;;Belga;;;;;;;;;x
k_israel;Israel;Israël;Israel;;Israel;;;;;;;;;x
k_israel_adj;Israelite;Israélite;Israelitischer;;Israelí;;;;;;;;;x
k_asturias;Asturias;Asturias;Asturien;;Asturias;;;;;;;;;x
k_asturias_adj;Asturian;Asturies;Asturischer;;Asturiano;;;;;;;;;x
k_moravia;Great Moravia;Grande Moravie;Großmähren;;Gran Moravia;;;;;;;;;x
k_moravia_adj;Moravian;Morave;Großmährischer;;Moravia;;;;;;;;;x
k_sardinia;Sardinia;Sardaigne;Sardinien;;Cerdeña;;;;;;;;;x
k_sardinia_adj;Sardinian;sarde;Sardinischer;;Sarda;;;;;;;;;x
k_anglia;East Anglia;East Anglia;Ost Angeln;;East Anglia;;;;;;;;;x
k_anglia_adj;Anglian;Anglien;Angelnische;;Anglia;;;;;;;;;x
k_kent;Kent;Kent;Kent;;Carterbury;;;;;;;;;x
k_kent_adj;Kentish;Kentish;Kentish;;Kenthishano;;;;;;;;;x
k_sussex;Sussex;Sussex;Sussex;;Sussex;;;;;;;;;x
k_sussex_adj;Sussexian;sussexian;Sussexer;;Suxxexianés;;;;;;;;;x
k_essex;Essex;Essex;Essex;;Essex;;;;;;;;;x
k_essex_adj;Essexian;essexois;Essexer;;Exxexianés;;;;;;;;;x
k_luxembourg;Luxembourg;Luxembourg;Luxemburg;;Luxemburgo;;;;;;;;;x
k_luxembourg_adj;Luxembourgian;luxembourgeois;Luxemburgischer;;Luxemburguesa;;;;;;;;;x
k_kluxembourg;Luxembourg;Luxembourg;Luxemburg;;Luxemburgo;;;;;;;;;x
k_kluxembourg_adj;Luxembourgian;luxembourgeois;Luxemburgischer;;Luxemburguesa;;;;;;;;;x
k_marino;San Marino;Saint-Marin;San Marino;;San Marino;;;;;;;;;x
k_marino_adj;Sammarani;Sammaranien;Sammaranischer;;Sammarania;;;;;;;;;x
k_lucca;Lucca;Lucques;Lucca;;Lucca;;;;;;;;;x
k_lucca_adj;Luccian;lucquois;Luccianischer;;Luchesi;;;;;;;;;x
k_tuscany;Tuscany;Toscane;Toskana;;Toscana;;;;;;;;;x
k_tuscany_adj;Tuscan;toscan;Toskanischer;;Toscana;;;;;;;;;x
k_ktuscany;Tuscany;Toscane;Toskana;;Toscana;;;;;;;;;x
k_ktuscany_adj;Tuscan;toscan;Toskanischer;;Toscana;;;;;;;;;x
k_strath;Strathclyde;Strathclyde;Strathclyde;;Strathclyde;;;;;;;;;x
k_strath_adj;Strathclydian;Strathclydien;Strathclydianischer;;Strathclydiana;;;;;;;;;x
k_epirus;Epirus;Épire;Epirus;;Épiro;;;;;;;;;x
k_epirus_adj;Epirotian;épirote;Epirotischer;;Epirota;;;;;;;;;x
k_illyria;Illyria;Illyrie;Illyrien;;Illyria;;;;;;;;;x
k_illyria_adj;Illyrian;Illyrien;Illyrischer;;Ilirio;;;;;;;;;x
k_bahrain;Bahrain;Bahraïn;Bahrain;;Bahrain;;;;;;;;;x
k_bahrain_adj;Bahrainian;Bahraïnien;Bahrainer;;Bahiraní;;;;;;;;;x
k_franks;The Franks;les Francs;der Franken;;las Salchichas;;;;;;;;;x
k_franks_adj;Frankish;Franque;Fränkischer;;Franco;;;;;;;;;x
k_jkhaz;Khazaria;Khazarie;Chasaria;;Jazaria;;;;;;;;;x
k_jkhaz_adj;Khazarian;khazar;Chasarischer;;Jázara;;;;;;;;;x
k_romania;Romania;Roumanie;Rumänien;;Rumania;;;;;;;;;x
k_romania_adj;Romanian;Roumain;Rumänischer;;Rumano;;;;;;;;;x
k_slavonia;Slavonia;Slavonie;Slawonien;;Eslavonia;;;;;;;;;x
k_slavonia_adj;Slavonian;Slavonie;Slawonischer;;Eslavonia;;;;;;;;;x
k_yugoslavia;Yugoslavia;Yougoslavie;Jugoslawien;;Yugoslavia;;;;;;;;;x
k_yugoslavia_adj;Yugoslavian;Yougoslave;Jugoslawischer;;Yugoslavo;;;;;;;;;x
k_sami;the Sami;le Sami;der Sami;;los Sami;;;;;;;;;x
k_sami_adj;Lappish;Lapon;Lappländisch;;Lapona;;;;;;;;;x
k_krete;Candia;Candia;Candia;;Candia;;;;;;;;;x
k_krete_adj;Candian;Candien;Candier;;Candiense;;;;;;;;;x
k_provence;Provence;Provence;Arelat;;Provenza;;;;;;;;;x
k_provence_adj;Provencal;Provençale;Arelatischer;;Provenzal;;;;;;;;;x
k_uburgundy;Upper Burgundy;Haute-Bourgogne;Hochburgund;;Alta Borgoña;;;;;;;;;x
k_uburgundy_adj;Upper Burgundian;Haute-Bourguigon;Hochburgundischer;;Alta Borgoñesa;;;;;;;;;x
k_gascony;Gascony;Gascogne;Gascogne;;Gascuña;;;;;;;;;x
k_gascony_adj;Gascognian;Gasconne;Gascogner;;Gascona;;;;;;;;;x
k_saxony;Saxony;Saxe;Sachsen;;Sajonia;;;;;;;;;x
k_saxony_adj;Saxon;Saxon;Sächsisch;;Sajona;;;;;;;;;x
k_tnetherlands;Netherlands;Pays-Bas;Niederlande;;Países Bajos;;;;;;;;;x
k_tnetherlands_adj;Dutch;Néerlandais;Niederländisch;;Neerlandés;;;;;;;;;x
k_macedonia;Macedonia;Macédoine;Mazedonien;;Macedónico;;;;;;;;;x
k_macedonia_adj;Macedonian;Macédonien;Mazedonisch;;Macedónio;;;;;;;;;x
k_sparta;Sparta;Sparte;Sparta;;Esparta;;;;;;;;;x
k_sparta_adj;Spartan;Spartiate;Spartanischer;;Espartano;;;;;;;;;x
k_albania;Albania;Albanie;Albanien;;Albania;;;;;;;;;x
k_albania_adj;Albanian;Albanais;Albanische;;Albanés;;;;;;;;;x
k_morea;the Morea;la Morée;der Morea;;los Morea;;;;;;;;;x
k_morea_adj;Morean;Morean;Morean;;Morean;;;;;;;;;x
d_gothia;Gothia;Gothie;Gothia;;Gothia;;;;;;;;;x
d_gothia_adj;Gothic;Gothique;Gotischer;;Gótico;;;;;;;;;x
e_austria;Austro-Hungarian Empire;Empire Austro-Hongrois;Österreichisch-Ungarisches Kaiserreich;;Imperio Austro-Húngaro;;;;;;;;;x
e_austria_adj;Austro-Hungarian;Austro-Hongrois;Österreichisch-Ungarisches;;Austro-Húngaro;;;;;;;;;x
e_ottoman;Ottoman Empire;l'Empire Ottoman;Osmanische Reich;;Imperio Otomano;;;;;;;;;x
e_ottoman_adj;Ottoman;Ottoman;Osmanien;;Otomana;;;;;;;;;x
e_carthage;Carthaginian Empire;l'Empire Carthaginoise;Karthagisches Kaiserreich;;Imperio Cartaginesa;;;;;;;;;x
e_carthage_adj;Carthaginian;Carthaginois;Karthagischer;;Cartaginés;;;;;;;;;x
e_gaul;Gallic Empire;l'Empire Gaulois;Gallisches Kaiserreich;;Imperio Galo;;;;;;;;;x
e_gaul_adj;Gallic;Gaulois;Gallischer;;Galo;;;;;;;;;x
c_sharawrah;Sharawrah;Sharawrah;Scharara;;Sharawrah;;;;;;;;;x
c_sharawrah_adj;Sharawrahi;Sharawrahien;Sharawrahischer;;Sharawrahia;;;;;;;;;x
b_sharawrah;Ash Sharawrah;Ash Sharawrah;Ash Scharara;;Ash Sharawrah;;;;;;;;;x
b_sharawrah_adj;Sharawrahi;Sharawrahien;Sharawrahischer;;Sharawrahia;;;;;;;;;x
k_thessa;Thessalonika;Thessalonique;Thessalonika;;Tesalónica;;;;;;;;;x
k_thessa_adj;Thessalonian;Thessalonicienne;Thessalonikischer;;Tesalonicense;;;;;;;;;x
k_antioch;Antioch;Antioche;Antioch;;Antioquía;;;;;;;;;x
k_antioch_adj;Antiochian;Antiochienne;Antiocher;;Antioquena;;;;;;;;;x
k_scania;Scania;Scanie;Schonen;;Scania;;;;;;;;;x
k_scania_adj;Scanian;Scanienne;Skanischer;;Escanio;;;;;;;;;x
k_swiss;Switzerland;Suisse;Schweiz;;Suiza;;;;;;;;;x
k_swiss_adj;Swiss;Suisse;Schweizer;;Suizo;;;;;;;;;x
k_edessa;Edessa;Édesse;Edessa;;Edesa;;;;;;;;;x
k_edessa_adj;Edessan;Édessoise;Edessischer;;Edesana;;;;;;;;;x
k_wurttemberg;Württemberg;Wurtemberg;Württemberg;;Württemberg;;;;;;;;;x
k_wurttemberg_adj;Württembergian;Wurttembergeoise;Württembergischer;;Württembergués;;;;;;;;;x
k_lombardy;Lombardy;Lombardie;Lombardei;;;;;;;;;;;x
k_lombardy_adj;Lombardian;Lombard;Lombardisch;;;;;;;;;;;x
k_livonia;Livonia;Livonia;Livonie;;Livland;;Livonia;;;;;;;x
k_livonia_adj;Livonian;Livonie;Livländisch;;Livona;;;;;;;;;x
k_roma_adj;Roman;Romaine;Römischer;;Romano;;;;;;;;;x
k_roma;Rome;Rome;Rom;Roma;;;;;;;;;;x
e_celtic_adj;Celtic;Celtique;Keltisches;;Céltico;;;;;;;;;x
e_celtic;Celtic Empire;l'Empire Celtique;Keltisches Kaiserreich;Imperio de Celta;;;;;;;;;;x
duke_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x
duke_female_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x
kingdom_of_judaism;Memlekt;Memlekt;Memlekt;;Memlekt;;;;;;;;;x
king_judaism;Melech;Melech;Melech;;Melech;;;;;;;;;x
king_female_judaism;Malcah;Malcah;Malcah;;Malcah;;;;;;;;;x
title_queen_mother_judaism;Malcah Ama;Malcah Ama;Malcah Ama;;Malcah Ama;;;;;;;;;x
king_title_ruler_consort_female_judaism;Malcah;Malcah;Malcah;;Malcah;;;;;;;;;x
king_title_ruler_consort_judaism;Melech;Melech;Melech;;Melech;;;;;;;;;x
HEAD_CHIEF;Paramount Chief;Primordiale Chef;Oberhäuptling;;Jefe Supremo;;;;;;;;;x
UNIFIED_TRIBES_OF;Unified Tribes of;Tribus unifiées de;Vereinigte Stämme der Sami;;Tribus de Unificadas de;;;;;;;;;x
HEAD_CHIEF_FOA;Päällikkö;Päällikkö;Päällikkö;;Päällikkö;;;;;;;;;x
PADISHAH;Great Sultan;Grande Sultan;Großsultan;;Gran Sultán;;;;;;;;;x
ARCHDUKE;Archduke;Archiduc;Erzherzog;;Archiduque;;;;;;;;;x
ARCHDUCHESS;Archduchess;Archiduchesse;Erzherzogin;;Archiduquesa;;;;;;;;;x
ARCHDUKE_OF;Archduchy of;Archiduché de;Erzherzogtum;;Archduchy de;;;;;;;;;x
GRANDDUKE;Grand Duke;Grand-Duc;Großherzog;;Gran Duque;;;;;;;;;x
GRANDDUCHESS;Grand Duchess;Grande-Duchesse;Großherzogin;;Gran Duquesa;;;;;;;;;x
GRANDDUKE_OF;Grand Duchy of;Grand-Duché de;Großherzogtum;;Gran Ducado de;;;;;;;;;x
GRANDDUKE_FOA_TUSCANY;Your Serene Highness;Votre Altesse Sérénissime;Ihre Durchlaucht;;Su Alteza Serenísima;;;;;;;;;x
MARQUIS;Marquess;Marquis;Marquis;;Marqués;;;;;;;;;x
MARQUISE;Marquise;Marquise;Marquise;;Marquesa;;;;;;;;;x
MARQUIS_OF;March of;Mars de;März des;;De marzo de;;;;;;;;;x
ottoman_empire;Ottoman Empire;l'Empire Ottoman;Osmanische Reich;;Imperio Otomano;;;;;;;;;x
ottoman_empire_desc;This decision will give you the Ottoman title.;Cette décision vous donnera le titre ottoman.;Diese Entscheidung gibt Ihnen der osmanischen Titel.;;Esta decisión le dará el título otomano.;;;;;;;;;x
austro_hungarian_empire;Austro-Hungarian Empire;Empire Austro-Hongrois;Österreichisch-Ungarisches Kaiserreich;;Imperio Austro-Húngaro;;;;;;;;;x
austro_hungarian_empire_desc;This decision will give you the Austro-Hungarian title.;Cette décision vous donnera le titre austro-hongrois.;Diese Entscheidung gibt Ihnen der Österreichisch-Ungarisches Kaiserreichstitel.;;Esta decisión le dará el título Austro-Húngaro.;;;;;;;;;x
latin_empire;Latin Empire;Empire Latin;Lateinisches Kaiserreich;;Imperio Latino;;;;;;;;;x
latin_empire_desc;This decision will give you the Latin Emperor title.;Cette décision vous donnera le titre latin.;Diese Entscheidung gibt Ihnen der Lateinisches Kaiserreichstitel.;;Esta decisión le dará el título Latino.;;;;;;;;;x
kingdom_of_tuscany;Kingdom of Tuscany;Royaume de Toscane;Königreich von Österreich;;Reino de Toscana;;;;;;;;;x
kingdom_of_austria;Kingdom of Austria;Royaume de Autriche;Königreich von Toskana;;Reino de Austria;;;;;;;;;x
kingdom_of_luxembourg;Kingdom of Luxembourg;Royaume de Luxembourg;Königreich von Luxembourg;;Reino de Luxembourg;;;;;;;;;x
kingdom_of_tuscany_desc;This decision will officially recognize us as an independent kingdom.;This decision will officially recognize us as an independent kingdom.;Diese Entscheidung wird uns als ein unabhängiges Reich offiziell anerkennen.;;This decision will officially recognize us as an independent kingdom.;;;;;;;;;x
kingdom_of_austria_desc;This decision will officially recognize us as an independent kingdom.;This decision will officially recognize us as an independent kingdom.;Diese Entscheidung wird uns als ein unabhängiges Reich offiziell anerkennen.;;This decision will officially recognize us as an independent kingdom.;;;;;;;;;x
kingdom_of_luxembourg_desc;This decision will officially recognize us as an independent kingdom.;This decision will officially recognize us as an independent kingdom.;Diese Entscheidung wird uns als ein unabhängiges Reich offiziell anerkennen.;;This decision will officially recognize us as an independent kingdom.;;;;;;;;;x
EVTTITLE_upg;The Birth of a Kingdom;La Naissance d'un Royaume;Die Geburt eines Königreichs;;El Nacimiento de un Reino;;;;;;;;;x
EVTDESC_upg.0;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Toskanas erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;;;;;;;;;x
EVTDESC_upg.1;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Österreichs erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;;;;;;;;;x
EVTDESC_upg.2;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Luxembourgs erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;;;;;;;;;x
EVTOPTA_upg;Let it be so.;Qu'il en soit ainsi.;Lasst es so sein.;;Que así sea.;;;;;;;;;x
